id,place_name,address_name,road_address_name,x,y,phone,category_name,place_url,region_1depth_name,region_2depth_name,query,rect_level,rect_bbox
2031008391,뚜레쥬르 영어도시점,제주특별자치도 서귀포시 대정읍 보성리 2374-2,제주특별자치도 서귀포시 대정읍 에듀시티로 50,126.2836469,33.2906922,064-794-0022,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/2031008391,,,뚜레쥬르,0,"126.053125,33.0,126.384375,33.343333333333334"
824643541,뚜레쥬르 제주모슬포점,제주특별자치도 서귀포시 대정읍 하모리 1293,제주특별자치도 서귀포시 대정읍 일주서로 2641,126.2482907,33.22889813,064-792-0003,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/824643541,,,뚜레쥬르,0,"126.053125,33.0,126.384375,33.343333333333334"
630776327,뚜레쥬르 제주화순점,제주특별자치도 서귀포시 안덕면 화순리 1066-3,제주특별자치도 서귀포시 안덕면 화순로 119,126.3333959,33.24628862,064-792-6201,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/630776327,,,뚜레쥬르,0,"126.053125,33.0,126.384375,33.343333333333334"
1057101521,뚜레쥬르 제주한림점,제주특별자치도 제주시 한림읍 한림리 971-1,제주특별자치도 제주시 한림읍 명랑로4길 27,126.268245,33.41236852,064-796-8094,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/1057101521,,,뚜레쥬르,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
643993555,뚜레쥬르 제주애월점,제주특별자치도 제주시 애월읍 애월리 1717-1,제주특별자치도 제주시 애월읍 애월로 119,126.3201876,33.46457116,064-799-7697,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/643993555,,,뚜레쥬르,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
818443022,뚜레쥬르 제주한경점,제주특별자치도 제주시 한경면 신창리 248,제주특별자치도 제주시 한경면 신한로 1,126.1833469,33.35014863,064-772-7770,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/818443022,,,뚜레쥬르,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
1427243604,뚜레쥬르 진도점,전남 진도군 진도읍 남동리 777-7,전남 진도군 진도읍 남동1길 64,126.2650737,34.48049594,061-544-2211,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/1427243604,,,뚜레쥬르,0,"126.053125,34.32333333333334,126.384375,34.67666666666666"
21690423,뚜레쥬르 목포대성점,전남 목포시 산정동 1789-29,전남 목포시 청호로 96,126.3796119,34.80108392,061-245-0888,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/21690423,,,뚜레쥬르,0,"126.053125,34.656666666666666,126.384375,35.01"
7859479,뚜레쥬르 충남태안점,충남 태안군 태안읍 남문리 576-21,충남 태안군 태안읍 환동로 81-2,126.2946409,36.75440523,041-675-6765,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/7859479,,,뚜레쥬르,0,"126.053125,36.656666666666666,126.384375,37.01"
17615382,뚜레쥬르 충남태안하나로마트점,충남 태안군 태안읍 동문리 885-3,충남 태안군 태안읍 중앙로 170,126.3063452,36.7492008,041-673-5531,"음식점 > 간식 > 제과,베이커리 > 뚜레쥬르",http://place.map.kakao.com/17615382,,,뚜레쥬르,0,"126.053125,36.656666666666666,126.384375,37.01"
