id,place_name,address_name,road_address_name,x,y,phone,category_name,place_url,region_1depth_name,region_2depth_name,query,rect_level,rect_bbox
829375187,파리크라상 인천공항 랜드사이드점(T2),인천 중구 운서동 2868,,126.434585,37.46817584,032-743-8720,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/829375187,,,파리크라상,0,"126.365625,37.32333333333334,126.696875,37.67666666666666"
13081929,파리크라상 여의도2호점,서울 영등포구 여의도동 13-19,서울 영등포구 국회대로74길 12,126.9211178,37.53004445,02-362-8357,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/13081929,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
8115783,파리크라상 서래점,서울 서초구 반포동 95-9,서울 서초구 서래로5길 2,126.9981363,37.49792656,02-3478-9139,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/8115783,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
11226194,파리크라상 이촌점,서울 용산구 이촌동 301-10,서울 용산구 이촌로 245,126.974711,37.51980387,02-792-1112,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/11226194,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
14514410,파리크라상 목동점,서울 양천구 목동 917-9,서울 양천구 목동동로 293,126.8757899,37.52821789,02-2168-2566,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/14514410,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
8123978,파리크라상 한남점,서울 용산구 한남동 273-3,서울 용산구 독서당로 78,127.0093024,37.53396095,02-749-8757,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/8123978,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
8115786,파리크라상 서울역점,서울 중구 봉래동2가 122-11,서울 중구 한강대로 405,126.9707983,37.55427164,02-312-7740,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/8115786,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
117723606,파리크라상 광화문점,서울 종로구 세종로 119,서울 종로구 종로 1,126.9779266,37.57095964,02-722-8223,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/117723606,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
429675735,파리크라상 서울대병원점,서울 종로구 연건동 28-21,서울 종로구 대학로 101,126.9999853,37.5788364,02-766-9053,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/429675735,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
151028464,파리크라상 여의도현대백화점,서울 영등포구 여의도동 22,서울 영등포구 여의대로 108,126.9278044,37.52620505,02-3277-0754,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/151028464,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
1452051444,파리크라상 이대서울병원점,서울 강서구 마곡동 808,서울 강서구 공항대로 260,126.8362672,37.55720439,070-4349-5537,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/1452051444,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
2075301165,파리크라상 인천롯데백화점,인천 미추홀구 관교동 15,인천 미추홀구 연남로 35,126.7011857,37.44211777,032-242-2068,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/2075301165,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
13283286,파리크라상 서울역SW점,서울 중구 봉래동2가 122-11,서울 중구 한강대로 405,126.9705618,37.55431573,02-312-7734,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/13283286,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
1656773025,파리크라상 신세계백화점 본점,서울 중구 충무로1가 54,서울 중구 퇴계로 77,126.9809008,37.5603239,02-310-1947,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/1656773025,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
847184931,파리크라상 원그로브점,서울 강서구 마곡동 769,서울 강서구 공항대로 165,126.82603,37.56080815,02-6106-0083,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/847184931,,,파리크라상,0,"126.678125,37.32333333333334,127.009375,37.67666666666666"
404917562,파리크라상 동탄롯데백화점,경기 화성시 오산동 967-157,경기 화성시 동탄역로 160,127.0979193,37.20067263,031-8036-2235,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/404917562,,,파리크라상,0,"126.990625,36.99,127.321875,37.343333333333334"
26944206,파리크라상 올림픽공원점,서울 송파구 방이동 88,서울 송파구 올림픽로 424,127.1299841,37.51634728,02-424-0316,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/26944206,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
8123975,파리크라상 도곡점,서울 강남구 도곡동 467-10,서울 강남구 언주로30길 27,127.0525106,37.48832819,02-529-2544,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/8123975,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
12885558,파리크라상 교대역점,서울 서초구 서초동 1685-8,서울 서초구 서초중앙로24길 27,127.016397,37.49540262,02-537-8425,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/12885558,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
21322781,파리크라상 분당정자점,경기 성남시 분당구 정자동 17-1,경기 성남시 분당구 느티로 16,127.1061678,37.36831638,031-712-8221,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/21322781,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
488446693,파리크라상 삼성역점,서울 강남구 대치동 945-5,서울 강남구 테헤란로 528,127.0619968,37.50817726,02-2052-3001,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/488446693,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
8118549,파리크라상 서초아크로비스타점,서울 서초구 서초동 1685-3,서울 서초구 서초중앙로 188,127.0128695,37.4992954,02-3478-0485,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/8118549,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
75442149,파리크라상 강남역점,서울 서초구 서초동 1328-10,서울 서초구 강남대로 363,127.0285024,37.49514353,02-583-2646,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/75442149,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
641242210,파리크라상 예술의전당점,서울 서초구 서초동 700,서울 서초구 남부순환로 2406,127.0116936,37.47926612,02-588-9907,"음식점 > 간식 > 제과,베이커리 > 파리크라상",http://place.map.kakao.com/641242210,,,파리크라상,0,"126.990625,37.32333333333334,127.321875,37.67666666666666"
