id,place_name,address_name,road_address_name,x,y,phone,category_name,place_url,region_1depth_name,region_2depth_name,query,rect_level,rect_bbox
12353500,파리바게뜨 제주대정점,제주특별자치도 서귀포시 대정읍 하모리 820-16,제주특별자치도 서귀포시 대정읍 상모로 326,126.2545957,33.22230561,064-792-8279,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/12353500,,,파리바게뜨,0,"126.053125,33.0,126.384375,33.343333333333334"
27277510,파리바게뜨 제주영어도시점,제주특별자치도 서귀포시 대정읍 보성리 2372-4,제주특별자치도 서귀포시 대정읍 에듀시티로 44,126.2839367,33.29123122,064-713-0582,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/27277510,,,파리바게뜨,0,"126.053125,33.0,126.384375,33.343333333333334"
732993172,파리바게뜨 제주화순점,제주특별자치도 서귀포시 안덕면 화순리 1291-8,제주특별자치도 서귀포시 안덕면 화순중앙로 29,126.3357269,33.24964068,064-792-4765,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/732993172,,,파리바게뜨,0,"126.053125,33.0,126.384375,33.343333333333334"
204260814,파리바게뜨 대정하나로점,제주특별자치도 서귀포시 대정읍 상모리 3453,제주특별자치도 서귀포시 대정읍 일주서로 2460,126.2641991,33.23404408,064-792-8209,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/204260814,,,파리바게뜨,0,"126.053125,33.0,126.384375,33.343333333333334"
8612196,파리바게뜨 제주한림점,제주특별자치도 제주시 한림읍 한림리 1073,제주특별자치도 제주시 한림읍 한림로 672,126.2649758,33.41466447,064-796-7581,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/8612196,,,파리바게뜨,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
1395157071,파리바게뜨 제주애월점,제주특별자치도 제주시 애월읍 애월리 2062,제주특별자치도 제주시 애월읍 애월로 89,126.3168911,33.46478294,064-799-8211,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/1395157071,,,파리바게뜨,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
511289346,파리바게뜨 협재점,제주특별자치도 제주시 한림읍 협재리 1782-1,제주특별자치도 제주시 한림읍 한림로 368,126.2427461,33.39550728,064-796-8289,"음식점 > 간식 > 제과,베이커리",http://place.map.kakao.com/511289346,,,파리바게뜨,0,"126.053125,33.32333333333334,126.384375,33.67666666666666"
12353620,파리바게뜨 전남진도점,전남 진도군 진도읍 남동리 777-46,전남 진도군 진도읍 남문길 20,126.2639722,34.4799845,061-544-8204,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/12353620,,,파리바게뜨,0,"126.053125,34.32333333333334,126.384375,34.67666666666666"
476611827,파리바게뜨 산타모니카호점,전남 진도군 임회면 연동리 1493,전남 진도군 임회면 진도항길 90,126.134925,34.37485982,010-9655-9947,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/476611827,,,파리바게뜨,0,"126.053125,34.32333333333334,126.384375,34.67666666666666"
12353490,파리바게뜨 목포북항점,전남 목포시 산정동 1757-13,전남 목포시 청호로 192-1,126.3722195,34.80753244,061-277-0092,"음식점 > 간식 > 제과,베이커리 > 파리바게뜨",http://place.map.kakao.com/12353490,,,파리바게뜨,0,"126.053125,34.656666666666666,126.384375,35.01"
